j10i9j8j9g9k9l9i6g6i7i8g8i4h7f9j7g7k4j5k8k7g4h5j3m6e8h3k6f1g2h4h2i5j6, -1
j10i9h10j9g9k9l9k10k13i8h7l11m12i7i10i5i6k8k7j8h6, -1
j10i9k9m7i7k7j8h6l10m11k10i10n10m10j9j11j6j7h8k5i8g8, -1
j10i9k9j8i11l8h12g13g11i8k8k7l6i7i6j6i5j7h7, -1
j10i9i10k10k8j8j9h11j11h10k7j13l7m6k6k5j7m7h9g8, -1
j10i9i10k10j9j8k8l7h10j11h11g12g10f10l9i12j7m10h9h12, -1
j10i9h10j9i10k10h7g9h9h8f10g10g7f7g11i7h12e9h11h13j11k12, -1
j10i9j8j9k9l10i11h12l8m7k8i8m8n8k11k10h7l11m12l12l13i6i7j7h6g5o10n11k6h5l7n9n10k7p10q10h9m9h8h10j5i4, -1
j10i9k9j8i11l8h12g13k7h10i8j7k10k8m10l10l11j9k12n9k11k13, -1
j10i9j8j9g9k9l9i8i10k10h7i6k8j7i7g10h9h8k12j11g7m12l11m10l10l8f8e7l13l12e9h6d10c11m11f9g6g4e8h5f3d8, -1
j10i9i10g10h9f7h10h7l10k10j11k12j9j8h11h12, -1
j10i9k9m7j8i11i7l10h6g5j7j9k7h7j6k6j4j5i5l8, -1
j10i9k9j8k7h10i11l8k8k6k10k11m10l10h12g13l9j7n11o12m8n7m9n9, -1
j10i9k9h12i11m7j12h10j8i7j11j9j13j14l11k11k12i14m10n9m12l12m11m13l10n12, -1
j10i9j8i7i8k8j9j11k10l11j7j6h7g6h10i10h9h8, -1
j10i9i10k10h10g10h9h11k12j11i12l11k11j9m12j12h7g8i11k9m9l12h6h8f8m11l10g7g9e7o9i15o7n8i14i13p9n9o10o8, -1
j10i9h10i11j9i10i8j11h11g8h9h8i12g10h7k10g7k7h12h13j8j7i7k9k8g12g11i13j13m8k12i14f11j15k16l7n7l15f7e7f5g6, -1
j10i9h10h9i10k10g10f10k9g9f9m7i7i12j11j8h12i11j9l7k7j12k12n9d12m8k6o10p11m6m9m4m5n5o4p7o6o8m10n7o7, -1
j10i9j8i8j9j11i11i7i6j6k5g13l8k9l5k8i5j5k6k7k10j4j3m4i10h10l7l6m5k4l4n5k2m10i4h5i2i3j2h2, -1
j10i9i10j9k10l10k9k7h10g10k12k11j11l13h9g8h12i11, -1
j10i9j8k9k8i8l9j7l5g10h9j9l11i7i10h7g7, -1
j10i9k9m7h12i11i12j12f12i10i8k13l14g9h10h9f9j11g8k12l13k11l11, -1
j10i9j9j7i8h7i7i6k8h8i10h11l7m6l10k10j11j12l13k12j8k9l8m8l9, -1
j10i9j8k9i8l8j9j7j11j12g8h8k10h7i10l10, -1
j10i9j8j9i8h8k8l9k9l8l10i7k10i10, -1
j10i9j9j8k7k8l8i8i5j6i10g10l10k10m7k9l7j7, -1
j10i9j9j8g11l6k7k8i8g6l11k10j11l8l9k11j12j13k13n8m8o9m7m9o7k9k12n9n7l7o6p5p7q7m4n5i11l14g9h10h12g12, -1
j10i9j9j7j12j11k10h10l10m10k11m9i13h14k8k9l7m6i10h11l8l9i8j8, -1
j10i9j8i7j6i6i8k8j9j7l9k10k7j11h7g6g8h8h5g3l8m9i5h4l6l7m5n4k5j5m7j4, -1
j10i9i10g10k10l10j9j8k8l7k9k7l6k11m9m7n7l9h7i8j7g12g11i6i7h12j12l12j11j13g8f7f12l11, -1
j10i9i10h10g11h9h12k9j9e9h11g12j11j12, -1
j10i9j9j8h10i10i11l8j12g9j11j13k13l14l11k11h12g13h11h13h9h8i8k10f11g11, -1
j10i9i10g10h9g8g9h8j8l10f9f8e8l13e9d9e6e7d6e10c8d7f10f11c6b6c7c5d8g11b8a8, -1
j10i9i10k10h10j9k9g9h9h12g10f10m7l8i8j7f11e12h8h7g8j8, -1
j10i9j8i8i11k9i6j9h9l9m9h7k10i10h11g6f5h10m10g11m7m8l7j7l10n10o7n7, -1
j10i9i10k10k8j11m8h11l9i11k11g11f11j9m10n11j7i6m9m11n8l8, -1
j10i9i10k10k9h10j8h6l8i11n6m7k8i8j9l7, -1
j10i9j8j9h9k9l9k6i6i8h7i10i11k8l7, -1
j10i9i10h10g11j8l10l8l6g8n8m7k8j9k10m10k11m9, -1
j10i9i10k10h10g10h9h11k12j11i12j12g8h7e8i11g11k11l11e6i13l9i14j13i15i16f8h8c8d8j14h12l12k13l14l13, -1
j10i9j9j7j8j11k10i10i8h7l11m12l8k8k9m7l10m11, -1
j10i9h10i11k10i10i12j9h9h11k8k11j11l9k9l10i8k6g12n8m9f11n6l8l7l11l12g11e11h13m11m8j12j14k12, -1
j10i9k9m7j8i7i10m10j9j11j7j6k8l7k10k7, -1
j10i9j8j9k9i7i11h12l8m7k8i8i6n8k10k7k11k12l10i10l11l9, -1
j10i9j8j7j9i8j11j12g10h10i11h12h11k11g11f11g12i10, -1
j10i9j8i8j9j7i7i11j12j11h11i10i12h9k12, -1
j10i9j8j9g9i8i7i11k9l10i10h7g6h8g7g5g10g8, -1
j10i9k9j8l8m7i11h12l6k7h10j12g9l7n7k12i12i14e7f8g10i10g7g8f9h11e9d9e8e10d7c6, -1
j10i9h10i10i12i11j11i7i8j12l9k10h8j9k8j8j7m10h9h11, -1
j10i9i10h10j9j11j8h11i11h12h13h9h8i12i8g8l8k8j6j7k9m7i7g9, -1
j10i9h10k9h9i10i11j9h11h8h12h13g13f14g11f11k11j11g9f8g12g10j12k13, -1
j10i9j8i7i10f10j9j7j11j12g8h9k10l10i8h8, -1
j10i9j8i8j7j9i6i10i11k8l7h11g12k9l9k10l11, -1
j10i9h10i10j9j11i7i12i11j12k12k10h13h12g12k9k7j15e10f11h7j7h8h9g9f10k5j6f8e7g8i8, -1
j10i9h10h9g10i10j9j11g8i11i12h11g11g9k12k11l11f9e9h12m10j13n9o8m12k10l12j12o12n12l9n11, -1
j10i9h10i10i11k9k13j12j9h12i12i8j8j7i7h9k6j11k12k10k14k15j13h11i13l13i14i15, -1
j10i9h10j9g9i10g12k8l7k9l9k10k11i8i11, -1
j10i9j8i8i11j7i7k9h9l11k11j9k10l9m9l10l8l12l13n10k8m11k13n12o13p8o9k12m12n9n11, -1
j10i9k9l8j8j9i7l10l7k7i5g5n10g9g7i11i4i6h7f7j5k6k5l5j6j4, -1
j10i9j8j9i8l8k9h8i7l10h6g5l7f6j7k7k6h9i4j5, -1
j10i9k9j8l8i11h10i10i12i8i7g8h8h9j11e6f7g9f9g10j7, -1
j10i9j8j7j9j11k8m8i8h8k10h7i10h11, -1
j10i9j9i10j8j7i8g8j11j12l8k8k9m7i11h12l11k10, -1
j10i9k9h12i11j8k7g11l8m7m9n10i5j6l9n9l10l11k10k8, -1
j10i9i10j9h9g10k9g13k10l10k12k11, -1
j10i9j9i10i8g6j8j7j11j12l8k8k9m7i11h12l11k11, -1
j10i9j9j12i10k10j8j7g10g12l7k8l9k9k7k11k12m9l10l8m7o7n8h10j11h9l13m14k5l6l11l12n9m10n11n10o10m8, -1
j10i9j8j9i8h9g9h8k9k8h11i10m6g8j11i11e6h7h6i7g7i12i13j12f8i5e9d10e7d6, -1
j10i9j9j8h10k10i11l8j12g9j11j13k13l14k11h11m11l11l10m9i13h14h12g13i12g12, -1
j10i9i10l10j8h10j11j9l13k12l9g9h9j12i11m12l12k11m9k10k9, -1
j10i9k9j8l8m7i11h12l6j6l7l5g11j7j5h11h10i10l9l10n9m9j12g9k13l14j11j13, -1
j10i9k9m7k7h12m9l9k8k6k10k11l8j6n10o11l10m10j8m11, -1
j10i9i10h10k7j9h9m9k9k10i8j7j11k12h12i11f12j12k13m12l12l11n13m10n9, -1
j10i9j9j8g11h10i8k10j11h11h9h12j12j13g10f11g8i10, -1
j10i9k9l8i7i11g9h8l10j8g11i8k8k10g8g10g7i10i12l6k7l7l5h7j9h9h6, -1
j10i9k9i11i10l10h10g10j11j12k11k12l12h9g9i12j7g12h12j13h11i14h15m10l11i13i15h13g13, -1
j10i9h10k9k10i10j9j8i7l10i11j12i8l11h7g6j7g7h9h8, -1
j10i9i10j9h10k10h7k9h9h8f10g10f7g8f8f9e7g9, -1
j10i9h10i10i12h9f9g8f7j9k9k12j11k10i8g12h11g10f8f6i11g9, -1
j10i9h10i11i8i10i12h11g12h12f11j9g9g10k8k9l9j8i7h13i6j7i5i4j6h8l6k6l8k7, -1
j10i9h10h9i10g10j9g9k10l10j11j8j12j13i12h13g12h11, -1
j10i9j8k9i8l8j9j11j7j6k10h7l11m12m10l10g10h9k12j13o8n9h8g8i10h10k8l7, -1
j10i9h10i11k10i10i8l11k11i12i13k12j12h14j9j11h9h7l13j13m10l10h11h12j7g10j8j6k8h8, -1
j10i9j8j9k9i11l10m11m10k10i8l8k8h8j7l9k6h9k7k5i7h6, -1
j10i9j8i8j7j9k9i6i7h6g6i11j6h7g9h8h9g8f9i10i12h5h4j5k4f8e8i5g7, -1
j10i9k9i11k7i10i12i7i8k8l8j6l7m7h8f8l9l10l5l6n9m9k6m8, -1
j10i9h10h9j9i10i11j12j7j8l8k9j11m11l10l11i7k7k10m8m10n10g9l6m5o9l12p8q7o11n11p12q13o8o10n8q8, -1
j10i9i10h10j8j11j9k10j6j7m8k8k7k9i6k11k12h11i11h13i12, -1
j10i9i10h10f12j9g9g11k7h12h9e9f10f11h11e11k12j11k10e10e8d11c11e12e13d9c8b9c9, -1
j10i9h10k9j9i10i11j12j11j7h12h11i8k11k10h7i12l9k8i7k7l10i13, -1
j10i9h10j9i10g10g9k10i8k13k9i11h13j11m11h11k11f9i12e8d7j12f8f11g11m15l14m13j8l10e7d6l8k8m7n6g7f7h6e9j4i5, -1
j10i9j8j9i8h8g9g7k8l9k9l8l10m11k10k7, -1
j10i9h10h9i10g10j9g12k10l10k8l7i8h7j8j7, -1
j10i9h10h9k9g9f9m7i10k10h12i11g10f10d12h8i7h6i12h11j8m11j9j7j12j11, -1
j10i9k9j8l6m7g11l8k8k6k11k10i11j11h12g13i13f10k15j14j12l10i12i14, -1
j10i9j8i8i7j9h7i10h9h6k9g7l7i11i12h11g12g11f11f8e9j11k11j4i5g9h10g8g10g6g5h8e8f6e5, -1
j10i9h10i10i7j9i11h9k9l8k8k10j11h7i8h6h12g13h11k11g11f11j14i13j12j13, -1
j10i9j8j9i8k9l9h9g9h8h10f8k8l8g8g10m10n11h5g7e5j7f5g5g6e8h7e4i4j3j5i6h3g2k6l7g4e6h4h6, -1
j10i9j9i10j7j8k7i8i7l7l8k8i11k9h8j6h10h7g9f8g6g7k13j12h6k11f10e11f6e6e9g11m9f9i13g8e10f7h9j5i6d7, -1
j10i9j9j8i8k10k7n7k8k9m6l7k6l10m11l9m8, -1
j10i9j8i7j9j7i8l7k7h7j11j12k8l8g8h8k10k9i10l10, -1
j10i9i10l10g10h10f12j8k7h9k9k8h8g9f9l8m8i11f8e8f11f10h11j12k13g12i12j13l7l9j5k6l12k11m9m11m7m6, -1
j10i9h10j9k9i11h11h9i10k10g9g6f10g10i8d6j6f11h13i7d12e11d13c11d11d14h12h14d9d10f13i13e12g12, -1
j10i9h10j9k10i10i11g9h9h12k9k8h11i7h8h7l8m7j11k11f11g11i12l9g10f9, -1
j10i9j9j8i8k7h10k10k8l7m7l8l6l9j11o9m9m8l10j12n8o7o10k6j5j4o6i5k3f8h6j6h4h7g12j7i7i3h11i10i11k11, -1
j10i9j8k9i8l8j9j11j7j6k10l11h7g6h8g8h9h10, -1
j10i9k9l8l10i10i13j8i8l6k7k8l7j7m10m8n8j6j5i6h5, -1
j10i9j8j9i8k8k9i10l7i11g8g12h11h8i7l10h6g5j7k7k6h9l5m4i4i6, -1
j10i9k9j8h10l8i10k10g10f10h12k8m8i8h8h7j9j11i11g13h11h9g12f13j12i12, -1
j10i9k9j8l8i11l6i8i10h10g11h8g8h9h11g9j12, -1
j10i9i10k10k8j9h10l9k9l8l11l7l6o6m8j11k7i11k5k6g10f10m5n4m7m6, -1
j10i9j8k9j9j11j7j6k10g6i8l11g10h9i10h10k8l8, -1
j10i9j9j12j7j8k7l7i8i7l10k10k6h9k9h12k8k5l9i6m9n9l8m7, -1
j10i9j8j9i8l8k8h9k9k7l10m11i7h6g8h8h7g7i5i6f6f9g9h12g6m10m9k12f5e4f7f4h5e8, -1
j10i9h10k9i10g10l10k10k8l9j9h11i12m8n7k12j7j8l7m6m9o7m7k7j12k11k13i11j11j13m10n4m5o10o8p9m12n9m11m13p11q8, -1
j10i9k9i11k7i7i10k10f10f7h9i8h7h10i5j6g9j11g11k8e9h12f9d9g8g10, -1
j10i9i10j9k10l10l9k9h9j11j8h11g10h10g11h12g8g9i8h8, -1
j10i9j9j12i11l8g13h12j8j7l10g12i12i13k10i10n10m10l11i8j11k11, -1
j10i9j9j11i11l8j8j7i8k10k8g8l9h7i6i7g7h11i10l7k7l6h12g13k6k5l4j4i3j6f10j5j3m7n8h8g9h5i5, -1
j10i9j9j8h10i11i10k10f10g10k8l7j13g12g13j11h13i13h11h12j14m8l9j12i12l10k11o10n9m10n10m9m7m11m12, -1
j10i9k9j8l8i11i10h10g11l6k7m7m9n10i5j6k10k8m10l10n9l9l11o8m12m11, -1
j10i9j8j7m7j9k9l8k7k10i8l6i7l10l7i6g8h8n7o7k8k6j6m6h6g5n6i5n10n8m9n3l9h5f5g4f3j5k5g2g3l3, -1
j10i9i10g10j9j8k8l7k7k10g12h11k9i12f9k14j13h10h13h9h8g11f12f11i11, -1
j10i9i10l10j8l8j9j11l11l7j7j6g10h10i8h9, -1
j10i9i10g10h10l10k9h9k6l8l9j7n9m9l7m8k8j9, -1
j10i9h10h9g9j9k10i10k8i8i11f8k9k7, -1
j10i9j8j9l9h9g9i7i10k10g6i8l11g10f11i4i5l7j7j5k6l5l10l12j6i6l8k7i11k9k11j12j11, -1
j10i9k9i11k7h10i10g9f8j12k13h9f9h11h12g11f11, -1
j10i9h10i10i12h9k9i8i7g9f9g8f7g10j7, -1
j10i9k9i11j8i7j11j9i12h9k10l9h13g14k12k11j12h12j13j14m10l10, -1
j10i9k9j8l6h10g11h12i11h11h9l8i8e12j7g10k6l5i6j6k8k7, -1
j10i9j9j11k10h10h7i8k7i11i10g11h11, -1
j10i9i10j9h9h10k7f7j11k12j12j13m10l9m9l10m7m8l8k9, -1
j10i9h10h9k9g10i10l10l8m7i8h12k8j8k7k6k10k11j9h7, -1
j10i9j9i10j11j8i11h10k7k9i7g11f12f10h12m11j12j13g13f14i12g12i15h14k12l12k10l9h7i8, -1
j10i9j8j7i8g8h7j9k9l8l10i7i10k10m11n12m12m13m8m9o11n10n11l11p11q11o10n9, -1
j10i9k9j8h10i11k7k10l8j11i12l11k11i8j9i10i7g8h9, -1
j10i9i10k10j11h10k12l13j9j8k7g8j12j13h12i12i11g13h11g11, -1
j10i9i10g10k10l10h9g8j8g9g11g6g7i8j9j11j7j6k8l7h11g12k9k11h12i11, -1
j10i9j8i8i7j9h7h9g9g10j7k7g7f7g5h6j6h8j5j4, -1
j10i9j9i10j7j8k7i8i11k8l8k9i7l7h8j6h7g7h9h6f8h10g8g11f12j5k6i6f10k4f9f11e8d8e10d11, -1
j10i9i10l10g10h10j8j12g9j9g8g7g12g11h9f7i8j7, -1
j10i9i10j9l9h9g9l6g10h10k7h7h8k10i8g8j8j6i6k8i7g11l7k9m7j7l11f10h12k12k11f12e13f9f11d11e10i5i11j11g13f14, -1
j10i9j8i8i7j9k10l10h7i10k9k7k8k12i12l8h6g5h5h4f7g7g6i4h9h8i6f6, -1
j10i9j8i7i10h10j7j9l9i8l11i6i5g6h7g9h9j6h8, -1
j10i9i10g10h10g9l10k10h9j11h8h11g11i12j13, -1
j10i9i10j9l9k10h7f9g9l11m12k12n9f10m10m9n11o12j7k8o10p9n10p10, -1
j10i9k9m7i7j7h12i11i10l10j12j8h10g10j11j13h9h11, -1
j10i9h10k9j9i10i8j11j8k10k12k8k7h13i12g8j7j6h7i7h9h8, -1
j10i9j8i7i8l8j9j11j6j7h7g6k10l11h8g8h10i10, -1
j10i9j8j7j9j12l10k10l8k9k8i8l7m6, -1
j10i9k9h12l8m7j8i8i10l10i7h10h9j11h11j9k10k7g5h6h7k11g7f7m9g6l7l6k5h5i4f6e6j6i6j5i5i3f5e8d9j4, -1
j10i9h10i11i8j9g9k10k8k9l9i10j7i6m10n11h9g10h8h7, -1
j10i9j9j12j8j7k8i8k6i11i10h11l7m6m8j5l8n8l10l9, -1
j10i9i10h10f12j9k9h9h12i11g9h7h8i8k10f5g6k7j8j7g10, -1
j10i9k9l8l10i10j8m11i11i7j11j9i8l11k10n10o11h11g12m8h12g13i12f12, -1
j10i9j8k9j7j9l9k8l7k6k7m7i7h7l6l8h9n6o5m5l4i10l5l3i8m6m4h11g12g10j4j6, -1
j10i9k9j8l8i11l6i8i10h10g11h8g8h9h11g9j12, -1
j10i9j8j7m7i7i10g10i8l8g8h8l7j6k5g9f10k7m9h7g7h9h10, -1
j10i9h10k9h9h6i10k10g10f10j7i8g8f7h11h12j9k8, -1
j10i9h10h9k9i10g9i11i12i8i7j11g8g10j7f11e12h11g11l11k11j9k8, -1
j10i9k9l8k7i7k5i11k6k8i8j7m8h5i6j6k4k3j5l3, -1
j10i9h10i10i12i11i7j11k12l11k11k9k14k13h11j13h12h9, -1
j10i9h10i11h9h8i8g10j11j13i10k12k10l10j9l11, -1
j10i9i10j9k10l10h10g10k9g9k12k11h12i11h9h11, -1
j10i9k9j8i11l8h12g13k8h10g11f10k7k6j11h11k10k11l9i12m10l10, -1
j10i9h10i11i8j9i10k10f10g10h9h8k12j11i12g11h11h12g8g12g13f7f12f11i14j13m12e10d9j12h14e11i15j16j14k14g14f14h16g17l12k13, -1
j10i9j9j8l6i10i8h7h10h8j11h6h5g7i7f6e5f8e9j4i5i6g6f9g8, -1
j10i9i10g10h9g8g9h8f8f6f9f10g7e9j8d8g11b6c7e7g5e10e8, -1
j10i9h10j9k10i10h9k8l7h8i8j7i6h11g12i12l9f9g10f11i11g13l8l10, -1
j10i9j9j8h10k10j11j12i11k9m11k12k11l11m12l12l13i14j13m13h11g11k14n11, -1
j10i9j8k9i8j9l9h8k8l8g9j7o5m10h10i11m7k7i10k10g7g10i5m9n10l11m12k12n9k11k13, -1
j10i9j8j7k9l8h6i7i8h8l10j6k5k7h7, -1
j10i9j9j7i10k8k10l10h10g10j11j12h9k12h7h8, -1
j10i9j9i10j11j12i8j8k10l11l9i12i11k9l6k12l12h12g12l10m11h6i7g11h10i13f10, -1
j10i9i10l10k9g10i11h12m7l8l11k11i13m9n8k7n10j8h10l6m5j6i5j7j5i8h9, -1
j10i9k9i11i10g10k10l10k12k11j11l13g8h9j12j9i12h12, -1
j10i9j8j9g9l9k9i7i10h10l10h12k10m10m11n12l8m7k8i8, -1
j10i9i10g10j9j8k8h11k7k10l7m6k6k5m7j7o7n7l8k9m9n10l10n8, -1
j10i9j8i8i10k10i7k9j9j11j7j6l7k8, -1
j10i9j8j7i7l10k9g5m7l8i11l7l9j9m9m10m8g9o9n9m6m5h12g13o6n7l6n8, -1
j10i9h10h9g10i10j9i11i12h11j11j12j8j7g8i7i8h8k10l11, -1
j10i9i10g10l10k10j9j8l6h11j13g11h10f11i11e11d11i8h9g8g9, -1
j10i9j9j11i10l7k10h10k7l11k11k12l10m10j13k8m9j12l8n10l12j7l9k9g12h11h13n9o8g11f12i11f11, -1
j10i9k9m7i7j8k7i11k8k6k10k11j7h7m10l10, -1
j10i9h10i10j9i11i12i8i7j8h8j11k7h7j6k5h11f9g8h9l8i5j7m7l6m9j13k14i6k6l9k8, -1
j10i9h10k9k10i10j9i12i11j12m12l11j8j7l12k12m10l10m9m11j11h12g12k11n11k8o12p13n12p12p9o10n9o9, -1
j10i9j8j9h9i10h11i11i12g10h10h8k8h12i8i7j7g9f10l9k5k6k9l8k10k11j6l10l11n8m9g11g12g8g7m8l7j5f8o8p8h6, -1
j10i9j9j11i10l7h11g12j7j8h10g10h12h9l10k10f11g13g11e11e9f10g9h13i12f12d10f8i13f9i11i14j12k13, -1
j10i9i10k10j9j11j8m8l9k9j7j6k8h11, -1
j10i9j9i10i8j11g8l11g6h7g7g5g10g9h9f11j8h8, -1
j10i9j9j7i10g10h11g12k8l7k10l10i8l11h7g6j11j12h9g8h10h8h13h12, -1
j10i9h10j9k9k10i10g9f10g10g11h12h9h11f9f7h7h8g8e10k12j11f11f12i12e11m12e12e9h14g13e14e13g12d12f13d15g14h15, -1
j10i9i10j9h10g10l10k10g9l9k9i11l11j8j6l8m8l6j11l7l5k7m5m7n7k5n8j7i7k8m10h5i6k6k4, -1
j10i9j8j7m7k9j9k8k7m10l9j11k10m8l8l11m9j6n9k11i11o11o9p9l6n8, -1
j10i9i10h10f12h9h12k9j9g12j7j8k7l7h7i7l10k10k11j12i11f9j11h11i8g9e9g10i12, -1
j10i9i10k10j11h9h10k9j9j8j12j13g10f10i11g9h11g12, -1
j10i9h10i11i10k10j9k8g10f10j11j12j7j8h9k12, -1
j10i9j9j7j12j11i11l8h10k13f8g9i10k10f10g10h12g13h11g12, -1
j10i9k9h12h10j12m7l8i12k7n10l10k11l12k12k10l9j8n9m9n11n12m10l11, -1
j10i9h10h9i10k10g10f10j9g9k8h11j6f9e9f11f8e11h8, -1
j10i9i10j9k9m7k10l10h10g10k12k11j11l13h9g8h12i11, -1
j10i9j8k9i8j9h9h8g10f11k8j7l9i10g12g7l8m8g11g13g8g9i7i12f10h12l12l11l7l6m10n11d10e10e9e5f6e15f14i13i11h13, -1
j10i9j9j7i8k10h7g6j8h8g7j11l9k8k9i7i6l8g8j5m9n9f9e10f10f11g11g9f7f8e9d8i11h12j6e7d6d9c8g12h13d10, -1
j10i9j9i10i8j8i11k9h10i7l10h7j12k13j11j13k11h11, -1
j10i9h10k9j9j8h6l10m11k8k6l8m8i8h8i6i7l9j7, -1
j10i9j8i7j6i6i8g8j7j9j5j4l5k6l8k8i5k5, -1
j10i9k9l8i7k7j6l6j8l10j7j9h6g5j4j5l4k5i5g7i4k4, -1
j10i9i10l10j9j8h10g10l7k8l8k9i7k6k7j7j6i5h9h8k12j11m9n10m10i8g8l5m4m11n12l12k13l11l13, -1
j10i9k9l8i7i11i10l10h10g10h11h9j9g12l7k8j7j8, -1
j10i9j9j8i8g6l11k10k7j11k9l8m8l7l10l9i12k8j7h9l5m6n5m4m5o5l13n11i11h12k5j5i13i14l14l12j12k11, -1
j10i9k9j8l6k7i11l8g11j6m9i5h4j7j5i7h7, -1
j10i9i10j9l9k10l11h10l6j8g11g9h9g8j7g6i8, -1
j10i9h10k9h9h6i10g10k10l10j11k12h13i12f7g8h7j9h11, -1
j10i9i10j9k10l10g10h10g9k9l9j8i7, -1
j10i9i10h10j9j11k10l11m10l10j8l7k8j7h11g12l8i8k9i11, -1
