j10i9i10h10j9l7j12j11l10j7k7k8l9l8k10m10m12l11k11m9k12l12, -1
j10i9h10i10i12i7i8j8h9j7h12h11g12f12j12k12i11g13, -1
j10i9k9i11h10k10j11i10i8j12j9m9j8j7i7h6k8h8l10m11h7i12i13m8m10g6g7f7i4l9k12k6m7n7o6i6j6f6e6f9f8d9, -1
j10i9k9i11h10k10i10j11l9g10j9h11g11i12j13l11k11g14h13l12i14g12g13i13n9m9l14j14f12i15k13f13l16l15d14e13d15n13h15g16h14h16, -1
j10i9h10h9i10k10j9j11l9j7g10f10h11k8g12f13i12j13e8f9g9g11j12h12, -1
j10i9i10l10h10g10h11h8j9k8g12f13j12j11h12h13, -1
j10i9j8j7i8k8m10j9k10l10l9n7k9m9i10m7o7h10j11i12k12l13g8h9k11k13l11m11, -1
j10i9j8j7j9j11k10i8i11i10h9i7i6k6k9l8h12g13k12k11h10h11j12g9, -1
j10i9j8j9g9k9l9i6k10i7i8g8m8n7l8k8l10i10, -1
j10i9k9i11k7k11i10l10j11h10j12j9h9k12k10k8g8f7l8l9m9n10j13j14k13i13g11i6j7m7g10i8, -1
j10i9j8j7i7k9k8j9l9g9h9i8i12h7k10j11i10h10j12g12l10m10l12l11, -1
j10i9j8i7i10f10j9j7j11j12g8h9k10l10i8l11, -1
j10i9k9l8i7l10j8h6j9j7l9m9j12j11k11k10i11k7n10i12i5h12g9h10h13f10g11g10e10h11j13h9h8, -1
j10i9k9h12h10j12i12l8l9k10m9n9j8i10m11l10m10m8j7k8, -1
j10i9j8j9k9h6l10m11l8i11m7n6l7l9o7n7n8m9m8k8o8p8o9o6, -1
j10i9i10g10j9j8l10k10k8l7k7k6m8l8g12h11l9j13i12i6m10n11m9m7j12k11, -1
j10i9j9j11i10h10l7k8k7j7k10m10l9l11l8l6m9n10k9n9, -1
j10i9j9j12j8j7i8h7m12h8h9k8h5i7g7k7l7k5j6, -1
j10i9k9m7j8i11j7j9i7h6l10m11k7h7k10k8, -1
j10i9k9m7i11h12k7h10g11h11h9k5l6h13h14m5i7l5j5o5n5n6p4k3l4k4k2m6j3, -1
j10i9h10h9j9i10i8g8f7h7j7j8g9j11k12k10f8e7i6f9h5k8k7e10d11i12h13m8l9i11i13h11e8, -1
j10i9j8k9k8l8j6j7l7j9h9m7l9i8i6h7g6h6h5i10i11l11k10f7i7k5m8j11j5k6m10m4l5n6o5l6n8j4i3k4l4, -1
j10i9k9j8i11l8g11i8k8k7l6i7i6j6m9j7j5, -1
j10i9k9i11j8i10i12i7i8g8k8l8k6k7j7h9, -1
j10i9h10i10i8j9g9i11g12i13i12l9k9l10l7l11l12k11j11, -1
j10i9k9m7h12i11h10i10i12g12i7h11j9j8k7k11j11m9j12j13k12l12k10l9h7i8, -1
j10i9j8j9l9g9h9h8i10g10k10l10j11i12, -1
j10i9h10i10i12i8i7k9h9h8j8f8j11j9h11h13j13k14j12j14i11g11, -1
j10i9k9h12i11l8l10k10j8m11j9j11l9j6i7h6k7k6i6j7m9n9i8i4g8h8j12k11g9h10g6g7h7f5, -1
j10i9h10i11j9j8h11i10i8i12i13h13j11j12h12h9h7k10e9g11k7g8f7g7g5g10g9h8f5g6i5h5f6f4h4i3, -1
j10i9j8i7j7j9k9i8i10i5i6h5k10l10k8k11k6k7l9m10j6l6j5j4m8l7, -1
j10i9j9j8l6i10i11h10g11k9h12i8i7h8k8g8f8h9f7, -1
j10i9j8k9j9j11k8h11j7j6l7m6m8l8k6j5k7m7h7i7i8l5, -1
j10i9i10k10h10g10j9j11k8h11i12l9m8l8l7m6j7k7j6j8n9o10j5k6k5i11k11m5l6j4l4i7m3n2i6h5l3l5, -1
j10i9h10i11i10k10g10f10j11k12j9j8j13j12h11k8, -1
j10i9i10h10f12j9h9j8k7k10j11k12g8f7l11i11k13f8g9f9f6g10i12f10f11d7e8d10e10g7e7, -1
j10i9j8j7i7l10j9j11g5h6h5j5i10k8k10i8j6k6l5g10h9l7m8l9l8, -1
j10i9k9h12l8m7m9k7h10j8k10i10l9n9l11l10k11k12j11i11, -1
j10i9j8k9j9j11i10k10k8h11i11h10h13m8l9j7h8i8i7k6h9j6l5m6l6l8m9j5l7h6l3l4j4i6g6m7m5k7o5n5g8k5, -1
j10i9k9i11h10i7k10i10i8k11j9l11j11j12i13l10j7j8h7g6h9g10, -1
j10i9j9j7j12j11k10i8i10h10l10m10k8l7k11k9, -1
j10i9j9j7i8j8h7k10h10k9k8l7k7f5k6j5k5k4h6j4j6h8, -1
j10i9j8j9i8h9g9k9l9h8g7h6h7h10j7i7k8i6m8l8m10n11k10l10, -1
j10i9j8i7j7j9i10h9k9h12l8m7k8i8k10h10, -1
j10i9k9l8j8l10i11j9g9h10l9i7i6j7g7g10k7k10i8h12g8h8g6g5h6f6k6j6h7f9k4j5e4f5k5, -1
j10i9i10k10j9j11l9h10j8h11j7j6k8m10l7m6l8m8, -1
j10i9k9l8i7i11k7l7l10j8k10k8, -1
j10i9k9i11j8i10i8l8j9j11j7j6i7h6h7k10, -1
j10i9k9l8j8i7j7j9j6i6i8h9j5j4g8h8h10i5f9i4i3g7h6h7h4e7f7f6e5f10i10k10g5m4e10g9e11d11h5e12h2h3, -1
j10i9j9j11j8j6i7i10i11k9h9k7k6m9l8i8n8k8k11m7m8n7l7j5o8p8l5l6j3p7m4n3l9p6p5p9p10n4q7m5o3, -1
j10i9k9j8l6l8g11i8k8i10i7k10i11h11g12g13k6h7j9k7g8l9j6m6g9g10, -1
j10i9j9j12i10h10i11j8k7l8h11k8i8h12g11f11j11k11g12f13g8h9g10g9g14g13i12h13, -1
j10i9k9l8k7l10i11l11l9k8n9m9n8j12h12g13n7n6n11n10l7m7m8o6, -1
j10i9j8i7j7j9i8h8g9l9k9k8l10k10h9k6j11i10l7j6g10f11m11n12i11h12m7l8k7n7h11k11f9i12d7e8d9e9g7g8d8d10, -1
j10i9k9j8h10l8k7k10i10f10k8k5h12h11i11g13j12g9i12k12i13i14k13l14j13l13, -1
j10i9i10j9h9h10k7m9f7g8k9m7j8m11i7h6i11h12k6k8j7i8, -1
j10i9h10h9i10g10l10k10j9k8j8j11k9m11j7j6i7h6l7k7l8l9, -1
j10i9j9j7i8g6j11j12h7m12k10l11m10l10l12l9k11l8l7k8k13k12m8m11k6n9h5k9n12j8i7m9o9k7h10, -1
j10i9k9i11i10g10k10l10k12k11j11h9l13m14j12j13i12h12, -1
j10i9j8j9h9i10i11k9k8h11l9i6h12g8i8l8g10j7e12f11g13f14g12f12, -1
j10i9i10j9l9h10k10k9g9g11f12l6j8l10j11i12k12h9k11h11h12h7h8g10j13f11e11, -1
j10i9k9m7i11h12g11g9k7h9f9h10h11f11k11j11k10k8k12k13m10l10l11n9j13i14m12j9m11m13n11o11k14i12, -1
j10i9j8j7i8k8m10k10k7j9l9m6l7k9h9l8k12l11j11i10g12m12n13i12m7l13k14i11i13m8n11k13l14n14j12j14k11l10o8o7m11n12, -1
j10i9j9j7j8j12k8i10i7g8i8l8k9l10k10l11, -1
j10i9j8i7j7j9l9i6i8k8j6k6h9h11i10g10j4j5k10l10j11i12, -1
j10i9k9h12m7l8k7l7k8k6l6l10m8m5k10k11m9m10l9n9, -1
j10i9k9j8i11l8k7g13h10k10k13j12k8k5l9i6j7i8i7h7j9l7n9m9f8j5k4l5m5h5i5l6l4k6i4, -1
j10i9h10k9j9i10j11j12i11h11j8j7k11m11l12i8m13n14i6k6h9l5m4l10h7n12o13j5m5l7m8k7m7, -1
j10i9k9m7h12i11h10h11j11i12i10k10j9j8j13j12f10g10l13k12i13g11, -1
j10i9j9j11i10h10g11j8k8l7h11g12k7k6f11e11k9h12k10k11l10m10l11i8l9l12m12n13l8m7m9n9, -1
j10i9k9h12h10i11i8k10j11j14j8j9h8g8k8l8h9h7k6j7i7h6k5k7, -1
j10i9k9h12l8m7k7k8i5j6m9o11l9n9l10l11l6l7i7j8j12k11j11j13i6i4k10m8, -1
j10i9h10i11i8k10i10j9g10f10h9f11k6j7g8j11f7e6h7h8g7g9, -1
j10i9k9i11i7g9j8l10j12j11i12h11k11k12h9i10h6g5h7h8k7j7k8k10k6k5l8m8j6m9, -1
j10i9k9m7i11h12j8m11i7h6m9l9j7j9k7h7l8j6k8i8, -1
j10i9j9i10j11j8g11i12i11h11j12j13k14h10l8k9m11g10f9k7l6i7h6i8i6h8g8, -1
j10i9j8j9l9h9g9h8h12h11k8i11m8l8m10n11k10j11, -1
j10i9i10k10j9l7j11j8j12j13k12l13g8h9h12i12i11g13h11g11, -1
j10i9i10k10j9j8k8l7g12h11h10j11l9i11g11g10j7m10i12l11k11i6l10j12n9m9m11n12j14k13m13l12m15i13m12m14g13l13n15j13h13i14, -1
j10i9i10g10k10l10j8l8l9j11m9k9m11m10n9n10j9o10p10h11l11m12j7j6o9p9n11o11i8h7m7n8k6l5g8h8l7k7m8j5, -1
j10i9j9j7j11j12i10h10h11g12h9g8k12l13i11k11l7k8m10k9i13f11l11n9, -1
j10i9j9j7i8j8k7h7j6l8l11k10i7h8i6h6h9i5h5j11l9k8m8k9m11g7f8f7k11e5f6o11k3g4e7d6g5h4f4h10m9m10, -1
j10i9j9i10j11j12i12j7l9k10i8k9k7k12k11i11f8h10k13h13l11h8m11n11l12l10, -1
j10i9k9i11i7k7m7j8h10l6m5l8m9l9l7m6i10k10m8j6k6j5j7i5h4h5g5m10l5m4n9o10i8h9j2i3l10o7n5o5n6n4, -1
j10i9j8i7j6i8i10i6i5g10k7l8g3h4k10l10k8k9, -1
j10i9k9m7h12i11i12h10k7k13j12k12f12g12j11j9k10h13, -1
j10i9h10j9i10g10k10l10l9g9h9j11g11h12h8h7k11k9i7m11n12l12k12g8k14k13j14n10o9i6f9l14j12h14g7l11l13f12o11p10m10n11, -1
j10i9h10j9i10k10g9k9l9k8k7k12k11l12m12g10l11i11m11n11m9m10l10n8l8l7, -1
j10i9i10l10j9j11j8h11j6j7g10h10g11h12h13g12e12h9h8j12i12k11m9i11l11, -1
j10i9k9j8i11h12g11h11l8m7l6l7h10g9g10i10g12h9f9j7k7j6j5g8f7h8i8, -1
j10i9j8j7k9i7m7l8i11k7h7i8i6k6h9l5m4k4k5m6n7l6n6, -1
j10i9h10i10i11g9j9j6j11j8j12j13k13l14l11k11k9h12l8m7k10i8l9m8, -1
j10i9j9j8k7i7h10k9l10i8i6i10i11f8j12k13j11j13k11l11, -1
j10i9j9i10j11j8i11h10k7g11f12i7j12j13k11l11g13h12h14e11, -1
j10i9h10k9h9i10i11h11i8k8j9j7j12k13, -1
j10i9h10k9k10i10i12j9l9j11h9h11k8g12f13i8i7h7l10m10m8l8k11m9m13j6k7m7l12n14o6n7k12j12k13k14l13l11, -1
j10i9k9j8i11h12l8m7h10f8j12k13j11j13i10g10l10k10l11l9, -1
j10i9j9i10i8g6j8j7j11j12l8k8k9i11n6m7l10i7l11k10, -1
j10i9k9m7h12i11i10m10k10h10k12k11j11h9j12i12, -1
j10i9h10k9k10i10j9i8i7j11h9h8i11f8g8l10l11m11n12j8k8g7k13j12m12n13l12o12j14l13k11m14k12, -1
j10i9h10h9g10i10i11j11k12f9g9j12g12g11g8k9j9f8i7h12f10h8g7g6d10e10f7h7h5d11f5e6e5g5e7f6h6c12b13c13e11c14, -1
j10i9i10k10h10f10k9i11h9h8h11h13j9k8j11k12, -1
j10i9k9m7j8i11j11j9i7l10g9h8i10h10h6g5h9k12g8f7g7g10i5j4e9f8f9d9i6i4, -1
j10i9h10i10i8i11i13h9j11j9k9f9g9k8l7h11g12j13g11g10i12h12h13k10g14f15g13g15e13f13f12d14i14j15i15i16, -1
j10i9j8i7i10j9k9k10h9j11m8l8i8l10h8g8h10h7g10f10, -1
j10i9i10h10j8k9j9j11j6j7k10k8h7i8h5i6h9m10l9k7n7k5k6m8m7i7i5l8p7o7h6h8h4h3g3f2j4k3g7f8g5g4, -1
j10i9j8j9k9l8m11l10l9k8i7i10h11m9j6m6l7n8k11m8o8, -1
j10i9j8j9h9h7k10l9i10h10l10m10k9i7k12j11, -1
j10i9j9i10i11j11l8k9j8k8k7j6k10l11l10m10k12i8k11i6i7j7l9k6h9, -1
j10i9j9i10j7j8i6i8i11l8k8h5g11k7l6g8l9m10h12g13i13f10j14k15j11h11j12j13i12k12, -1
j10i9k9i11h10k10i12i7f10h8j6j9i10g10g6i8l11h9j7g9f9g8j8, -1
j10i9j8i7j7j9l9k8i10h9g9j6k5l7n5l10k10g10l5m5k6m4k4k3n7m8, -1
j10i9j9j8k7l8i7j7i8h10l11k10h7j5f5g6j6k5i4h5i5i6g4h4k8f7i10l7h3i2l9g9i11e8d9f12g11g8g7e6d5e7, -1
j10i9h10j9k10i10i11g9h9h12h8h7k8i8l8k9m8n8l9j11m10n11l10n10, -1
j10i9h10h9g10i10g9i11i8g8f7e10i12k12j11j13j9j8k10h7, -1
j10i9j9i10j11j8g11i12i11h11k9h12j13j12k12f12g12h15l11m10k10m12, -1
j10i9j9i10j7j8i6k7h10i8i11k8l8k9k10h8g8k5k6i7j6, -1
j10i9j9j7j8j11k10h7h10i10i7g8h9h11i11k9f9i8g5h6h4e7g6k4g9j12d9e9g4g3i4f4i3j2i6i5f7f10h5, -1
j10i9i10l10j8j9k9l8g10h10l9h9h12g9f9i11f8j12k13h8h7j6i7m9k7, -1
j10i9h10h9g9j9i10g10k10l10i11j12l8k9l9i12j7h12g12h11j13i7j8m8f11i6h13i14i5f9e8l12k12i13k11j14g11i15i16, -1
j10i9k9i11j8i7j9j11i10h11k11k10j7j6m8g11f11g9h8h10j12h13i12, -1
j10i9h10j9g9k10i11f8k13j12k9h12i12i10i13h11k8g12f13i8l11i6i7h7g6g8h8, -1
j10i9j9j8h10i10i11j11l8k9k7i7l10i8i6g8h8, -1
j10i9h10h9g10i10g9j11g8g11i11f8g7g6j12k13h12k9i12k12l13g12j9k10k11k14h11f9h14h13, -1
j10i9j8i8j9j11i10j6l10k10l7k8k9m11l8l9, -1
j10i9k9j8i11h12k7k8m7l8m8j7m10m9l10k10g11i8h8i6h5, -1
j10i9j8j9g9i7l9i11i8k8l7k6k7n7l8l6j6i5i10l10m9n10g10h10g8g7h9f7, -1
j10i9j8i8j9j7i7i11i10l10j11j12g5h6h9g8k12l13h10g10h11g12, -1
j10i9h10i10j9i11i12j8h11h8i8j11g10j13f9e8h7g6l11k10h12h13g12j12f12e12h9j7g9g11d9e9f10f11e10d10, -1
j10i9k9m7i7j8k7k8h8l8m8j6g9j7j5i6h5l9m10l6l7, -1
j10i9h10j9k9i10i11l8k8k7g9j12h11h12k11j11k12k10j6l9m8l11l10, -1
j10i9i10k10k9l8j8h6m11l10j11j9l11k11k12l13j12j13h12i12h9g8i11g13h10h11, -1
j10i9k9j8i11h12h10m7j12k13f8g9j11j13k11l11k10k8, -1
j10i9j8j9l9k9h9k8h11i10k11l7m6k7k6i7i8, -1
j10i9j9j8h10i8i10k10g10f10l8k9h8h11k7h6i7j6k8l7j7l9j11k6i6g7m8m9j12j13k13i11i5i4h5g4o8n8g8h9j5k5, -1
j10i9h10h9g9j9k9i11k6i10i8i12i13j11g8h11g11, -1
j10i9j8k9k8i8i6j7h9i11i10k10j9l7j11j12, -1
j10i9j8i7j9j7i10h7g7k8j11j12g8h9g10g9, -1
j10i9h10i11k10i10i8j9h9k8l7i12i13g10h11h8h13h12k12k13j12m9l9l10m8n7k11k6g13f13g12g15j15i14k7n9n12o7n8p7q7o8, -1
j10i9j8j9l9k9k10i12m8n7m10l10k8j7, -1
j10i9h10i10i12i8i7j8l8g8h8h9j11e6f7g9j9g10g7, -1
j10i9h10j9k10i10i11g9h9h12h8h7k8i8l8k9m8n8l9n7j11i12l11l10, -1
j10i9h10i10i8h9g9g8f7f8h8k8j9k10j11j12k11i11j8j7h7g7g6f5h5i4h6h4j6i7, -1
j10i9j8k9j9j11i10k10k8h11h8i8j7j6h10g10i12m6i6h5h9m8m10l9n7h6n9h4h3i5k7f2g3j4k3g7f8j5k5j3j2i4, -1
j10i9j9j7j11j12i11m7l11k11k10i8m12n13l9i12l10m10, -1
j10i9j8i8j9j11i11k9i7k10i12k12k11j7h9i14k8i10j13g10h10k14h12h11g13f14j12g9i13h13, -1
j10i9k9j8l8i11k7h10m7n6l7j7o7n7l9l6m9n9, -1
j10i9j9j11k10j8i10l10h10g10l11m12i8h7h11k8g12f13h12h9h13h14f11i14d9e10g11e11e9f10j12i12i11k9, -1
j10i9i10k10j11h9j9j12j7j8g11h11h10k7k9m9f10g10h12i13, -1
j10i9j9j8g11k7l6l8i8k8k6k10j7h9k9j11m8g8i10j6i5l9l5m4j5l7, -1
j10i9j8k9j9j7i8h8h7k10k7j11k11f5k8m8l9l7m5k5i10g7l6n4j5i6k6f6e5f3f4g4h5g6h6, -1
j10i9j9j7j8j12k8h8l8m8l7i10n5m6l5l6m7k9n7o7n6n8o5p4, -1
j10i9k9l8i7j8k7i11j7l7h7g7k8k10k5k6h5i6h8j6, -1
j10i9j9j12i11l8h12g13j8j7l10i7i8k10k7k9k8g12h8g8h7i10j11h9g6f5g11h11e9f10i13f13e14f11f12f7e6e10h13c8d9g10, -1
j10i9i10h10f12k7j8k10j11j9k9i7h7i11j12m12l11k12f9i6m7i8i5k11j14j13f11f10l10l8l12l13m11n12, -1
j10i9i10l10g10h10j8h9h11j9g9h8g11g12f11i11g8g7d11e11f9e8, -1
j10i9i10l10j9j8k9l7h10g10h11g12h12h9, -1
j10i9j8i7i10j9i8k9h9g8g10j7, -1
j10i9i10k10k9m7h10i11j9l7g10f10j7j8h11g12h9h8, -1
j10i9k9h12i11g11h10i13f10g10j14m7j12g9g8g12g13h9f9e12f12, -1
j10i9j8j7i8h8k8j9k9l8l10i7k10k7, -1
j10i9j8i7j6j7k7i6i8l8g8h8j9h7h5h9h10k8j12j11i11k13g9f8h12g13g11g10i12g12i13f10, -1
j10i9i10k10j11j9l11k11k9h10k12l13j13i14j12j14h12i11, -1
j10i9k9m7h12i11k7i10i8k8j9i13i12j12j7j8h7k10, -1
j10i9j9j11k10j8i10l10k9k8l8i11g11i8l11g8h8g10k7h9f11j7k6j6l9j5j4i6h7h5g4i5i7, -1
j10i9j8i8i11k9j9j7j11j12g10k6l5i6i7k8k7, -1
j10i9j8j7m7i8i11i7i6h9k6g10f11g7h7g9g8, -1
j10i9j8j7j9j12k8h8l8m8l7m6i10h11l10k10, -1
j10i9j9i10j7j8i6k8i8h9g8h7h10i11k6h8l6j6h5k5i7l8k7j11i4i5l7m7, -1
j10i9i10h10g11g9h9j11i11g8g10k9f11e12h11e11g12j9g13g14h12f14i12f9, -1
j10i9j8i7i8j9k8l8k9k5l10k10h9l5k6j6h8g8i5h6l7j7m8j5h7j3j4m3l4m5n5m6k4, -1
j10i9j9j8h10k10k9j11i11h12l9l6l8m7m9n9l10l11j12k11, -1
j10i9i10l10h10g10h11g12h12h13h9h8j11k12i11k9, -1
j10i9j9i10i8j8j11i12j13j12m12i11i13h10g9, -1
j10i9k9i11i7k7j8h6j11j9g9i12i10l10h8f10g8i8, -1
j10i9i10k10k9h12f10l8j9l7j7j8l6g12f12k8i8f11l9m8n8h10h13g11k7g9g10i11h11, -1
j10i9k9h12l8m7k7n10k8k10k5k6j6i5j8i8i7h6, -1
j10i9i10l10g10h10f12g11k7h12h9f10e9h11j11k12g8f7j8j9i8j7, -1
j10i9h10i10i8h9j9j11k12l11g8k10h8j8i12g9m12f9e9e8j12l12g10l10l9m11k11, -1
j10i9h10k9j9j8i10g10l10k10g12h11k11k8j11j12l11m11l13k12, -1
j10i9k9j8h10i11i10k10j11h9g10f10f9h11j9k8j13j12k12m10l9m9m8g8k13l13k14k15l8l10k11n10o10m13n8l15n6m7p8o8n7n5, -1
j10i9h10k9k10i10i8j9l9k8h11h9g9i12m8n7m6i11i13m7g8k6k7h8h12g11h7i6g6g7l8l7h13h14n10m9e4f5l10m10l12l11, -1
j10i9i10l10k9g10l8m7g13h12l6k7l7l5k8j9i8j8m8g11h10k6n8o8g8j7j5h9h7i6g9f10i13d8e9e7j12i11h14g15j16i15, -1
j10i9j8i7i8j9h9j7k8h8k7k10j6l8f7f10k9i10g9g10i11h10e10g13k6k5g12l6d9f11e8c10e9f9, -1
j10i9j9j11i8k10i12i10g8h8k12h7j6g7h9j7i7i6h6l9k8l12l10f7f6j8k7n7m8m9e7h4k6k5n9l7m7l6f4g5h2f3, -1
j10i9j9j11i11l8i8l11j6h7j7j8l5k6h10h9h12g13j12g9k13l14i10g10g12i12, -1
j10i9k9i11i7h10k7g9j12e7f8h9f9h7h8i10i12g11f12g8f7, -1
j10i9j9j8g11k7l6l8i8k10j6j11h7m8l9k8n8, -1
j10i9j9j11i10j8k10l10k9k8l8i11g11h10k13l11k11k12k7l13l12n10n9i8m7n6m13n14l7n7j7i7m9l9m8o10, -1
j10i9j9j8k7h10g11i7i8j12i11h12k10l11g6h7h11f11k8k11, -1
j10i9i10l10g10h10f12k7j8j7i7m7l8l7n7m8n9m6m9m4m5n5o4k8j9o6p7l3k2n6p6k6l6, -1
j10i9k9i11h10i8i10k10h7h8j8g10i7l10j7k7, -1
j10i9j8i8i7k9j9j11k10j7h10i10h9h11i11k13m10n13l10n10m13l12m11m12n12l14j12l13l15k12m14k14k15, -1
j10i9j9i10j7j8i6k7l6i7k9j6i11h12l8m7l9k8, -1
j10i9i10j9h10g10g9i11l9l10h11h12h7h8f8g7f6d6f7f9h9g8g6f5h5e8i4j3i6h6j7k8i3i5h4g5g4f3, -1
j10i9h10i10j9j8i12l8i8l11j11m8j12j13k10h13h7g6k12h12k13k11, -1
j10i9k9h12m7l8k7j8k8k6k10k11l7n7i10j9, -1
j10i9h10i11i10g10h11l10j9k8g12f13h9h8j11g8, -1
j10i9k9l8j8h6i7l10j9j7l7l9i6j12i4i5k8i10k6k7, -1
j10i9i10j9h10g10h9h8g8j11g7f7k10l10g5g6h11h5e8h13i4f8f9f4f6e7i6h7i8g9h4i3j4k4d7e11f10i7j7k9j8l9, -1
j10i9i10h10j9l7j12j11h11g12j7k7j8j6m9k11l11m7k10m12i8h7m10l10k8h8, -1
j10i9h10i11h9i8i10k10g10f10j11g8k12l13h12h11j12i12, -1
j10i9j9i10j7j8k7i11i8h7g10h9g9g7f7i12i13h10h8g11f12j11h11, -1
j10i9j9j11i8g6j6k10m8h13i12h11h9j7j8h12h14f11k8l8h8g8m6l7h6h7i7g5, -1
j10i9i10g10k10l10k9g13k8k7k12k11l8i11n6m7n8m8j11h9j9j8, -1
j10i9j9j8h10i8i10k10k8l7h11g12g10f10h9h8h12h13j11g8f8i11j13j12, -1
j10i9j9j7i10h10l7k8j8j11l9k9k10l10k6h7i6l11k11m8i7j6l8i4l12m11n12m13k12m12m14n13k13k14m10o13p13n11l13o11p11o14, -1
j10i9i10l10j9j8k9l8k8h11l9h10k7k10l7m6j7i6, -1
j10i9j8j9k9l8h6i7l10k10i8l11i11g9h8g8m11n12h9h7g7g10h12g13e9f8h11h10g11j11, -1
j10i9h10k9h9h6i10g10k10l10j11k12h13i12f7g8h7j9h11, -1
j10i9h10k9h9j9h6h11k10i10g12l9m9l10l7i7i8j7k8h8j8j6k5k7l8m8h7j4h4f10g9g11i11j12e7f8h5h3f6g5e4e6, -1
j10i9h10i11j9i10i8j11h11g8h9h8h13h12g10j7h7k10i12f9f11e12j13k14f5g6g12e10g13i13, -1
j10i9h10h9g10i10j9i11i8g8f7l11j11j8h7g6i12j13k12g7g5l13l12j12h13g14k10l9m13k11f9l10i13m9n8l8l7o11m11, -1
j10i9h10i10i11j12g9e7l8k9h12h9j9g8j11j7h11k11g11f11g13f14h14h13f12e11e13d14i15j16i13f10j14k15i14i12, -1
j10i9i10h10k7k9k10l10j9j8m11h7l11m12j11k11j12j13i12h13k12l13, -1
j10i9k9l8k7k8m8j7i6m10i11i8k6j8h8j6j5l7l9i10j9m9k4h7k5k3h12g13j11k10j12j13m2l3l5m5i5h5i3i4g9h10, -1
j10i9j9j11i11j8h10f8i10k10g10f10h11k8h12h13, -1
j10i9j9j11i10h11j8i11k11h10g11h13h12i12k10g14f15k13j12j13k14, -1
j10i9h10k9k10i10i12j9l9j11h9h11g12i11g11k8l7i7i8g10l10l8m8l11k11j12n7o6n10m10n9k6, -1
j10i9h10k9g9j9l9f8f10i10k8i7i8j7i11g7h7h6j8, -1
j10i9j9j11k10i8j7j8i7k8h8h10g11i10f10g9i11h12k7h7h11l7e9m8l8j5k6g8h9, -1
j10i9j9j11i10j8l10k10k8l7l9h11g11j7k7l11i11k6h12g13k9l8i13j14f10e9i12i14j12m9, -1
j10i9j8j7j9i7i10l7k7g10j11j12k10l10i8h7k8k9, -1
j10i9k9j8l8i11n6m7m5k7h10k3k5o7j5l5n7i10i8n3m3n4m4m2p5n5n2l4m8o6l7k6o8n8n9l9p7q6l11m10o10p11, -1
j10i9j8i8i7k9k10j7h9j9i10h10l9j11l5g8m10l10o12n11n12g5h8k5m12p12k12l12l11n9o14n13i14j13g9f10o11o13m13m11, -1
j10i9h10i11h9h12h7h8i8g10g6f5i10k10g7f7k12j11l11h11g11i12f9, -1
j10i9k9h12h10i11i10g10j11j12k10l10k12h9, -1
j10i9k9l8l10i7i10k10m11n12h10m8j8n8o8n9n7l7k6o10p11n11n10p9m12r7q8l6l5o9m7, -1
j10i9k9h12m7l8l6k5j8j9h6i7j6i6i8i5j5i4i3j3j7j4h8g8h9g10, -1
j10i9j9j8g11k7l6l8m9i8k8i6i7l7j6h8m7g8f8i10k5j4l4m3m8m10m6m5n8o9p6o7n6, -1
j10i9h10i10i11j12h12k9j9j8i7h9e9e6j11g11m11g8f7i8h8g10g9, -1
j10i9h10i10i7i11i12j11k12k11h11h12f9g10m11j12m9f7h9h7l10g9k9j8n12o13m10m12n9l11, -1
j10i9h10h9g9g10i11j12h12g13f11j7f8e7l8k9h11g11h13h14g12e10i14j15f13e14f12e12, -1
j10i9i10h10g11g9h9j11i11i12g8h11g14g13h14f14k14h13k10f13i13j14l10m10k11j12k9k12, -1
j10i9j8k9i8h8j6j9h9k8m9j7i10k6k7l8k12j11i6l10l11m11n9m10k10f6l9n12o13h10l7o9o10m7m12n6o5g7e5n8l6p10, -1
j10i9h10j9k9i10i11l8h12g13h11h13h8h9g9j12f8e7e11f10g11f11g8g10, -1
j10i9i10g10j9j7l7k8i8k10j8j11l9h7k9l10i11l8i7h6g13h12g12i6h5h11f9j5k4j6k6j4j3i5k3, -1
j10i9j9i10i8g6j8j11j7j6l8k8k9i11m7n6l5k6l10m11l7i7l11l9, -1
j10i9h10k9k10i10i12i8i7j9l9j11h9l7k8m8m10n11j7i6h7h8, -1
j10i9j9j7i10h10k8l7k7k10h11g12k6k5j12j11i12g10g11f11h13d13e12e10f15f10d10c8d9f8f9g9e7h8i7d12e11d15d14i8h9g8, -1
j10i9j8j7m7k9k8h8m8l8j9m6j11j12i10h11k10l9, -1
j10i9h10h9j9j8i10k10k8h11m6l7g10f10k7k5m7l8l9g9f9l5m4m5n5l6l4n4m10n11i6j7p7o6m9m8, -1
j10i9j9j8k7k8m8i7i8k9h6k10h7m11l10h5g6f5k11i6j7h9m9n8j12i13j11j13m7m6l7n7l8n10, -1
j10i9i10k10j9h10j12j11i12g12j8h11h12k11i11k9k8h8j6j7k13h9h7i14g13f14i8l7k12l12k7l8l11l14h13e13h16h14g14f13f15e16, -1
j10i9j9j7i8j8h7k10j5h10k7i6g6f5g4h5j11g5e5k8l9l8j12j13m8k9g11l10i7m11n12k12k11m10l11n10o10m13m12k13l12, -1
j10i9j8i8i10i7j7j9h9i5i6k10l11k12h5g4l9k8k9l8g8f7j4j5h7h8j6f10g9g6f9e10m6g10d10k6i4m8d9e9d8d11, -1
